neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
danville / san ramon,2150,2,-121.959962,East Bay,37.77968,1082,6.01335E+13,6013,Contra Costa,1.987060998,1
tiburon / belvedere,2895,2,-122.461283,North Bay,37.882926,1100,6.04112E+13,6041,Marin,2.631818182,3
palo alto,2600,2,-122.148678,Peninsula,37.434505,800,6.08551E+13,6085,Santa Clara,3.25,4
san mateo,1985,1,-122.310436,Peninsula,37.573846,712,6.08161E+13,6081,San Mateo,2.787921348,3
1059 Leavenworth,2400,,-122.25,SF,37.5,370,6.08161E+13,6081,San Mateo,6.486486486,4
napa county,2650,5,-122.261503,North Bay,38.157726,2502,6.0552E+13,6055,Napa,1.059152678,0
milpitas,2300,3,-121.905388,South Bay,37.415618,1550,6.0855E+13,6085,Santa Clara,1.483870968,0
san jose west,2755,2,-121.923016,South Bay,37.309312,1230,6.0855E+13,6085,Santa Clara,2.239837398,2
inner sunset / UCSF,2875,1,-122.470727,SF,37.765739,644,6.07503E+13,6075,San Francisco,4.464285714,4
napa county,2400,3,-122.300412,North Bay,38.287865,2400,6.0552E+13,6055,Napa,1,0
burlingame,2400,1,-122.402444,Peninsula,37.582973,830,6.0816E+13,6081,San Mateo,2.891566265,3
san mateo,1905,1,-122.286827,Peninsula,37.532086,714,6.08161E+13,6081,San Mateo,2.668067227,3
inner sunset / UCSF,2885,1,-122.4718,SF,37.765688,644,6.07503E+13,6075,San Francisco,4.479813665,4
sebastopol,2300,3,-122.843191,North Bay,38.40624,1800,6.09715E+13,6097,Sonoma,1.277777778,0
foster city,2960,2,-122.26146,Peninsula,37.534471,1108,6.08161E+13,6081,San Mateo,2.671480144,3
inner richmond,6950,4,-122.469406,SF,37.778093,2050,6.07505E+13,6075,San Francisco,3.390243902,4
sunset / parkside,2909,2,-122.498996,SF,37.712191,1015,6.07506E+13,6075,San Francisco,2.866009852,3
hayward / castro valley,1350,2,-122.067204,East Bay,37.636393,530,6.00144E+13,6001,Alameda,2.547169811,2
redwood city,1900,2,-122.20709,Peninsula,37.47738,850,6.08161E+13,6081,San Mateo,2.235294118,2
cupertino,3300,3,-122.067984,South Bay,37.325505,1800,6.08551E+13,6085,Santa Clara,1.833333333,1
san jose downtown,1250,1,-121.894379,South Bay,37.345171,500,6.0855E+13,6085,Santa Clara,2.5,2
santa clara,2150,2,-121.994861,South Bay,37.34565,1012,6.08551E+13,6085,Santa Clara,2.124505929,1
oakland west,1164,2,-122.2851,East Bay,37.8071,844,6.0014E+13,6001,Alameda,1.379146919,0
marina / cow hollow,9999,3,-122.440798,SF,37.798324,2735,6.07501E+13,6075,San Francisco,3.655941499,4
tiburon / belvedere,17000,6,-122.469483,North Bay,37.873526,6000,6.04112E+13,6041,Marin,2.833333333,3
san jose downtown,3044,2,-121.897559,South Bay,37.326864,1296,6.0855E+13,6085,Santa Clara,2.348765432,2
san jose downtown,2414,1,-121.898804,South Bay,37.326489,994,6.0855E+13,6085,Santa Clara,2.428571429,2
SOMA / south beach,4630,2,-122.389948,SF,37.774107,1104,6.07506E+13,6075,San Francisco,4.19384058,4
pacific heights,6500,2,-122.429989,SF,37.794895,1400,6.07501E+13,6075,San Francisco,4.642857143,4
sunnyvale,1990,1,-122.0238,South Bay,37.3764,868,6.08551E+13,6085,Santa Clara,2.292626728,2
napa county,1675,2,-122.301865,North Bay,38.304352,977,6.0552E+13,6055,Napa,1.714431934,1
campbell,1525,1,-121.958199,South Bay,37.269323,672,6.08551E+13,6085,Santa Clara,2.269345238,2
burlingame,1885,,-122.359378,Peninsula,37.58647,520,6.08161E+13,6081,San Mateo,3.625,4
inner richmond,3500,2,-122.446793,SF,37.787262,1300,6.07502E+13,6075,San Francisco,2.692307692,3
hayes valley,3850,2,-122.429366,SF,37.775111,1200,6.07502E+13,6075,San Francisco,3.208333333,3
san rafael,1862,2,-122.530882,North Bay,38.020407,706,6.04111E+13,6041,Marin,2.637393768,3
petaluma,1635,2,-122.6155,North Bay,38.2507,1028,6.09715E+13,6097,Sonoma,1.590466926,0
corte madera,6250,4,-122.498602,North Bay,37.918092,1640,6.04112E+13,6041,Marin,3.81097561,4
downtown / civic / van ness,1695,,-122.414636,SF,37.785678,400,6.07501E+13,6075,San Francisco,4.2375,4
san mateo,1779,1,-122.285547,Peninsula,37.543434,680,6.08161E+13,6081,San Mateo,2.616176471,3
daly city,2100,2,-122.493374,Peninsula,37.688552,1014,6.0816E+13,6081,San Mateo,2.071005917,1
belmont,2000,2,-122.299122,Peninsula,37.510076,1200,6.08161E+13,6081,San Mateo,1.666666667,1
santa clara,2676,1,-121.952562,South Bay,37.40274,835,6.08551E+13,6085,Santa Clara,3.204790419,3
san rafael,2297,1,-122.535582,North Bay,38.021929,880,6.04111E+13,6041,Marin,2.610227273,3
pittsburg / antioch,998,2,-121.792766,East Bay,38.006221,825,6.01331E+13,6013,Contra Costa,1.20969697,0
los gatos,3550,3,-121.936998,South Bay,37.250998,1535,6.0855E+13,6085,Santa Clara,2.312703583,2
los altos,3600,2,-122.111711,Peninsula,37.374034,1500,6.08551E+13,6085,Santa Clara,2.4,2
burlingame,1885,,-122.359378,Peninsula,37.58647,520,6.08161E+13,6081,San Mateo,3.625,4
burlingame,3500,3,-122.372282,Peninsula,37.587635,1720,6.08161E+13,6081,San Mateo,2.034883721,1
concord / pleasant hill / martinez,1850,2,-122.10061,East Bay,37.994495,1030,6.01332E+13,6013,Contra Costa,1.796116505,1
santa clara,2268,2,-121.994606,South Bay,37.345779,950,6.08551E+13,6085,Santa Clara,2.387368421,2
lower nob hill,2255,,-122.419161,SF,37.788845,420,6.07501E+13,6075,San Francisco,5.369047619,4
SOMA / south beach,4590,2,-122.392816,SF,37.779761,785,6.07506E+13,6075,San Francisco,5.847133758,4
redwood city,3150,2,-122.230617,Peninsula,37.540951,1421,6.08161E+13,6081,San Mateo,2.216748768,2
dublin / pleasanton / livermore,2455,3,-121.91273,East Bay,37.729571,1192,6.00145E+13,6001,Alameda,2.059563758,1
alameda,3275,3,-122.25268,East Bay,37.762628,1200,6.00143E+13,6001,Alameda,2.729166667,3
dublin / pleasanton / livermore,2110,3,-121.89934,East Bay,37.704484,1400,6.00145E+13,6001,Alameda,1.507142857,0
sonoma,2500,,-122.482892,North Bay,38.318313,1700,6.09715E+13,6097,Sonoma,1.470588235,0
san mateo,1895,2,-122.32588,Peninsula,37.579335,762,6.08161E+13,6081,San Mateo,2.48687664,2
san jose west,1450,1,-121.966095,South Bay,37.320073,800,6.08551E+13,6085,Santa Clara,1.8125,1
santa rosa,2150,2,-122.725664,North Bay,38.478182,1420,6.09715E+13,6097,Sonoma,1.514084507,0
greenbrae,2900,3,-122.5363,North Bay,37.9479,1296,6.04112E+13,6041,Marin,2.237654321,2
concord / pleasant hill / martinez,1250,2,-122.048216,East Bay,37.998452,990,6.01333E+13,6013,Contra Costa,1.262626263,0
west marin,1500,1,-122.648254,North Bay,38.009709,600,6.04111E+13,6041,Marin,2.5,2
SOMA / south beach,3200,1,-122.403878,SF,37.770063,916,6.07506E+13,6075,San Francisco,3.493449782,4
vallejo / benicia,1000,2,-122.263739,East Bay,38.120653,900,6.09525E+13,6095,Solano,1.111111111,0
berkeley,1400,1,-122.275085,East Bay,37.867519,500,6.00142E+13,6001,Alameda,2.8,3
santa rosa,1899,2,-122.725664,North Bay,38.478182,1100,6.09715E+13,6097,Sonoma,1.726363636,1
san jose downtown,1700,1,-121.911375,South Bay,37.363735,625,6.08551E+13,6085,Santa Clara,2.72,3
san mateo,2700,2,-122.320751,Peninsula,37.57697,1020,6.08161E+13,6081,San Mateo,2.647058824,3
oakland downtown,1536,,-122.271137,East Bay,37.763726,560,6.00143E+13,6001,Alameda,2.742857143,3
napa county,4200,3,-122.47026,North Bay,38.50519,1300,6.0552E+13,6055,Napa,3.230769231,4
milpitas,1945,2,-121.914826,South Bay,37.443241,863,6.0855E+13,6085,Santa Clara,2.253765933,2
oakland east,1250,2,-122.163977,East Bay,37.761128,1100,6.00141E+13,6001,Alameda,1.136363636,0
santa clara,1931,1,-121.961203,South Bay,37.334286,825,6.08551E+13,6085,Santa Clara,2.340606061,2
vallejo / benicia,1195,3,-122.223988,East Bay,38.093407,1050,6.09525E+13,6095,Solano,1.138095238,0
los altos,6950,5,-122.126574,Peninsula,37.37784,3100,6.08551E+13,6085,Santa Clara,2.241935484,2
foster city,2625,2,-122.275794,Peninsula,37.534794,986,6.08161E+13,6081,San Mateo,2.662271805,3
palo alto,2580,2,-122.132774,Peninsula,37.423739,750,6.08551E+13,6085,Santa Clara,3.44,4
vallejo / benicia,2000,5,-122.213589,East Bay,38.121414,1846,6.09525E+13,6095,Solano,1.083423619,0
brisbane,4195,4,-122.407839,Peninsula,37.679975,2560,6.0816E+13,6081,San Mateo,1.638671875,1
santa clara,2318,2,-121.948435,South Bay,37.392971,1145,6.0855E+13,6085,Santa Clara,2.024454148,1
san rafael,2950,3,-122.515151,North Bay,37.958964,1354,6.04111E+13,6041,Marin,2.17872969,2
half moon bay,3799,5,-122.437263,Peninsula,37.476902,2200,6.08161E+13,6081,San Mateo,1.726818182,1
SOMA-Above Whole Foods,3284,1,-122.399457,SF,37.780917,874,6.07502E+13,6075,San Francisco,3.757437071,4
napa county,3400,3,-122.464085,North Bay,38.505124,1968,6.0552E+13,6055,Napa,1.727642276,1
los altos,7500,5,-122.067993,Peninsula,37.339001,2800,6.08551E+13,6085,Santa Clara,2.678571429,3
alamo square / nopa,4475,1,-122.439254,SF,37.770025,725,6.07502E+13,6075,San Francisco,6.172413793,4
palo alto,5000,3,-122.134274,Peninsula,37.430339,1517,6.08551E+13,6085,Santa Clara,3.295978906,4
saratoga,4100,3,-122.03907,South Bay,37.257543,2229,6.08551E+13,6085,Santa Clara,1.839389861,1
brentwood / oakley,1295,1,-121.702957,East Bay,37.93613,740,6.0133E+13,6013,Contra Costa,1.75,1
vallejo / benicia,1800,4,-122.209655,East Bay,38.082427,1692,6.09525E+13,6095,Solano,1.063829787,0
inner sunset / UCSF,2800,2,-122.465646,SF,37.754481,1400,6.07503E+13,6075,San Francisco,2,1
fairfield / vacaville,1628,2,-122.035817,East Bay,38.299878,1240,6.09525E+13,6095,Solano,1.312903226,0
foster city,2495,1,-122.256834,Peninsula,37.552768,755,6.08161E+13,6081,San Mateo,3.304635762,4
north beach / telegraph hill,15000,3,-122.404389,SF,37.800731,2500,6.07501E+13,6075,San Francisco,6,4
sunnyvale,2754,2,-122.014171,South Bay,37.370241,1100,6.08551E+13,6085,Santa Clara,2.503636364,2
russian hill,5700,2,-122.417966,SF,37.802201,1250,6.07501E+13,6075,San Francisco,4.56,4
south san francisco,1595,1,-122.434138,Peninsula,37.656165,700,6.0816E+13,6081,San Mateo,2.278571429,2
burlingame,2650,2,-122.351711,Peninsula,37.581266,1100,6.08161E+13,6081,San Mateo,2.409090909,2
pittsburg / antioch,2000,5,-121.6894,East Bay,37.9324,2053,6.0133E+13,6013,Contra Costa,0.974184121,0
sunnyvale,2695,2,-122.034675,South Bay,37.34202,1100,6.08551E+13,6085,Santa Clara,2.45,2
milpitas,1995,2,-121.877671,South Bay,37.441582,976,6.0855E+13,6085,Santa Clara,2.044057377,1
fairfield / vacaville,1195,2,-122.019861,East Bay,38.254103,842,6.09525E+13,6095,Solano,1.419239905,0
san rafael,1100,1,-122.497331,North Bay,37.966933,480,6.04111E+13,6041,Marin,2.291666667,2
los gatos,12995,5,-121.996865,South Bay,37.238734,6550,6.08551E+13,6085,Santa Clara,1.983969466,1
santa clara,2196,2,-121.950168,South Bay,37.337341,925,6.08551E+13,6085,Santa Clara,2.374054054,2
twin peaks / diamond hts,2100,1,-122.444872,SF,37.749118,650,6.07502E+13,6075,San Francisco,3.230769231,4
concord / pleasant hill / martinez,1250,2,-122.012472,East Bay,37.985021,805,6.01333E+13,6013,Contra Costa,1.552795031,0
petaluma,2750,4,-122.598938,North Bay,38.245822,2200,6.09715E+13,6097,Sonoma,1.25,0
fremont / union city / newark,1815,2,-122.020791,East Bay,37.590363,800,6.00144E+13,6001,Alameda,2.26875,2
healdsburg / windsor,1950,3,-122.870674,North Bay,38.627935,1293,6.09715E+13,6097,Sonoma,1.50812065,0
daly city,2225,1,-122.464128,Peninsula,37.684347,693,6.0816E+13,6081,San Mateo,3.210678211,3
mountain view,3134,2,-122.085794,South Bay,37.389801,910,6.08551E+13,6085,Santa Clara,3.443956044,4
santa rosa,1415,1,-122.705768,North Bay,38.416727,720,6.09715E+13,6097,Sonoma,1.965277778,1
sonoma,1575,3,-122.484398,North Bay,38.313727,1280,6.09715E+13,6097,Sonoma,1.23046875,0
san mateo,4637,3,-122.342481,Peninsula,37.566436,1367,6.08161E+13,6081,San Mateo,3.392099488,4
vallejo / benicia,1000,2,-122.247948,East Bay,38.104954,800,6.09525E+13,6095,Solano,1.25,0
san rafael,1800,1,-122.545989,North Bay,38.036321,650,6.04111E+13,6041,Marin,2.769230769,3
santa clara,2100,2,-121.9844,South Bay,37.3483,1095,6.08551E+13,6085,Santa Clara,1.917808219,1
novato,1845,1,-122.535612,North Bay,38.058125,650,6.0411E+13,6041,Marin,2.838461538,3
burlingame,3205,2,-122.359378,Peninsula,37.58647,1014,6.08161E+13,6081,San Mateo,3.160749507,3
mission district,5200,1,-122.25,SF,37.5,1200,6.08161E+13,6081,San Mateo,4.333333333,4
danville / san ramon,1630,1,-121.975374,East Bay,37.771351,734,6.01335E+13,6013,Contra Costa,2.220708447,2
santa clara,1830,1,-121.994606,South Bay,37.345779,700,6.08551E+13,6085,Santa Clara,2.614285714,3
sunnyvale,1740,2,-122.013295,South Bay,37.387381,940,6.08551E+13,6085,Santa Clara,1.85106383,1
tiburon / belvedere,3650,3,-122.496284,North Bay,37.897025,1460,6.04112E+13,6041,Marin,2.5,2
san rafael,1831,1,-122.535195,North Bay,38.02296,650,6.04111E+13,6041,Marin,2.816923077,3
los altos,2345,1,-122.11853,Peninsula,37.38107,1000,6.08551E+13,6085,Santa Clara,2.345,2
palo alto,1895,1,-122.119013,Peninsula,37.407613,750,6.08551E+13,6085,Santa Clara,2.526666667,2
san jose west,1570,1,-121.937268,South Bay,37.336741,650,6.08551E+13,6085,Santa Clara,2.415384615,2
san bruno,2139,1,-122.429,Peninsula,37.6247,622,6.0816E+13,6081,San Mateo,3.438906752,4
fairfield / vacaville,895,2,-122.030742,East Bay,38.272641,675,6.09525E+13,6095,Solano,1.325925926,0
redwood shores,4300,3,-122.24802,Peninsula,37.53188,1860,6.08161E+13,6081,San Mateo,2.311827957,2
gilroy,1475,1,-121.591553,South Bay,37.015548,626,6.08551E+13,6085,Santa Clara,2.356230032,2
vallejo / benicia,2100,4,-122.240261,East Bay,38.088487,1400,6.09525E+13,6095,Solano,1.5,0
hayward / castro valley,2015,2,-122.0971,East Bay,37.6332,939,6.00144E+13,6001,Alameda,2.145899894,1
palo alto,5500,3,-122.117844,Peninsula,37.408619,1864,6.08551E+13,6085,Santa Clara,2.950643777,3
noe valley,2300,1,-122.426429,SF,37.751765,650,6.07502E+13,6075,San Francisco,3.538461538,4
USF / panhandle,3500,1,-122.442133,SF,37.781502,900,6.07502E+13,6075,San Francisco,3.888888889,4
SOMA / south beach,3434,1,-122.391336,SF,37.78758,825,6.07506E+13,6075,San Francisco,4.162424242,4
sausalito,7850,3,-122.483375,North Bay,37.851764,2800,6.04113E+13,6041,Marin,2.803571429,3
san jose south,2408,2,-121.863099,South Bay,37.257292,1050,6.08551E+13,6085,Santa Clara,2.293333333,2
nob hill,3675,2,-122.416257,SF,37.788251,929,6.07501E+13,6075,San Francisco,3.955866523,4
los gatos,2150,1,-121.9554,South Bay,37.2417,850,6.08551E+13,6085,Santa Clara,2.529411765,2
santa clara,2100,2,-121.9844,South Bay,37.3483,1095,6.08551E+13,6085,Santa Clara,1.917808219,1
fremont / union city / newark,1733,1,-121.972468,East Bay,37.539541,800,6.00144E+13,6001,Alameda,2.16625,1
fremont / union city / newark,1730,2,-122.022177,East Bay,37.585422,830,6.00144E+13,6001,Alameda,2.084337349,1
san rafael,1400,,-122.526362,North Bay,37.986415,440,6.04111E+13,6041,Marin,3.181818182,3
fairfield / vacaville,850,1,-121.979911,East Bay,38.359433,600,6.09525E+13,6095,Solano,1.416666667,0
los gatos,3150,2,-121.950762,South Bay,37.248728,1300,6.08551E+13,6085,Santa Clara,2.423076923,2
belmont,1795,1,-122.296693,Peninsula,37.50913,631,6.08161E+13,6081,San Mateo,2.844690967,3
fairfield / vacaville,2300,3,-121.949133,East Bay,38.35776,1900,6.09525E+13,6095,Solano,1.210526316,0
sunnyvale,1990,2,-122.054572,South Bay,37.37644,1020,6.08551E+13,6085,Santa Clara,1.950980392,1
san carlos,2255,1,-122.265978,Peninsula,37.510936,830,6.08161E+13,6081,San Mateo,2.71686747,3
redwood city,4300,3,-122.227514,Peninsula,37.46447,1580,6.08161E+13,6081,San Mateo,2.721518987,3
gilroy,1300,1,-121.570252,South Bay,37.009748,704,6.08551E+13,6085,Santa Clara,1.846590909,1
concord / pleasant hill / martinez,2361,2,-122.033386,East Bay,37.973229,1112,6.01333E+13,6013,Contra Costa,2.123201439,1
Japan Town,3035,2,-121.891894,South Bay,37.351874,1204,6.0855E+13,6085,Santa Clara,2.52076412,2
redwood shores,2598,2,-122.243513,Peninsula,37.537302,775,6.08161E+13,6081,San Mateo,3.352258065,4
campbell,3300,3,-121.933147,South Bay,37.29103,1850,6.0855E+13,6085,Santa Clara,1.783783784,1
palo alto,4975,2,-122.156875,Peninsula,37.444638,800,6.08551E+13,6085,Santa Clara,6.21875,4
cole valley / ashbury hts,4900,2,-122.445294,SF,37.764094,1200,6.07502E+13,6075,San Francisco,4.083333333,4
pacifica,2719,2,-122.492129,Peninsula,37.651397,925,6.0816E+13,6081,San Mateo,2.939459459,3
ingleside / SFSU / CCSF,3750,3,-122.459046,SF,37.714908,1500,6.07503E+13,6075,San Francisco,2.5,2
fremont / union city / newark,1883,2,-122.037173,East Bay,37.530537,909,6.00144E+13,6001,Alameda,2.071507151,1
fairfield / vacaville,1312,2,-121.974239,East Bay,38.346283,986,6.09525E+13,6095,Solano,1.330628803,0
milpitas,2450,4,-121.879667,South Bay,37.430438,1450,6.0855E+13,6085,Santa Clara,1.689655172,1
santa clara,2300,2,-121.974399,South Bay,37.32683,1100,6.08551E+13,6085,Santa Clara,2.090909091,1
SOMA / south beach,11000,3,-122.41942,SF,37.77493,1449,6.07502E+13,6075,San Francisco,7.591442374,4
redwood shores,2445,1,-122.233621,Peninsula,37.537754,783,6.08161E+13,6081,San Mateo,3.122605364,3
san jose north,2186,2,-121.9406,South Bay,37.4087,1120,6.08551E+13,6085,Santa Clara,1.951785714,1
inner sunset / UCSF,2885,1,-122.4718,SF,37.765688,644,6.07503E+13,6075,San Francisco,4.479813665,4
san mateo,3575,2,-122.342481,Peninsula,37.566436,1177,6.08161E+13,6081,San Mateo,3.037383178,3
daly city,2000,1,-122.440217,Peninsula,37.706637,655,6.0816E+13,6081,San Mateo,3.053435115,3
san rafael,2200,2,-122.526358,North Bay,37.996193,797,6.04111E+13,6041,Marin,2.760351317,3
danville / san ramon,1650,1,-121.983673,East Bay,37.77832,575,6.01335E+13,6013,Contra Costa,2.869565217,3
hayward / castro valley,1770,1,-122.055475,East Bay,37.63625,925,6.00144E+13,6001,Alameda,1.913513514,1
santa rosa,1395,2,-122.664717,North Bay,38.425624,900,6.09715E+13,6097,Sonoma,1.55,0
mountain view,1395,1,-122.066989,South Bay,37.382383,650,6.08551E+13,6085,Santa Clara,2.146153846,1
san jose west,2145,1,-121.923016,South Bay,37.309312,860,6.0855E+13,6085,Santa Clara,2.494186047,2
napa county,2500,2,-122.584977,North Bay,38.576915,1635,6.0552E+13,6055,Napa,1.529051988,0
richmond / seacliff,5500,3,-122.48968,SF,37.774192,2520,6.07505E+13,6075,San Francisco,2.182539683,2
willow glen / cambrian,2500,2,-121.868248,South Bay,37.295632,1144,6.0855E+13,6085,Santa Clara,2.185314685,2
napa county,2400,3,-122.300412,North Bay,38.287865,2400,6.0552E+13,6055,Napa,1,0
san jose south,1995,2,-121.915176,South Bay,37.237572,1001,6.08551E+13,6085,Santa Clara,1.993006993,1
san jose south,2408,2,-121.863099,South Bay,37.257292,1050,6.08551E+13,6085,Santa Clara,2.293333333,2
oakland lake merritt / grand,2718,2,-122.271223,East Bay,37.763794,1120,6.00143E+13,6001,Alameda,2.426785714,2
fairfield / vacaville,1250,3,-121.995951,East Bay,38.244004,1138,6.09525E+13,6095,Solano,1.098418278,0
cupertino,2845,2,-122.00607,South Bay,37.332142,966,6.08551E+13,6085,Santa Clara,2.945134576,3
inner sunset / UCSF,2720,1,-122.462864,SF,37.75954,665,6.07503E+13,6075,San Francisco,4.090225564,4
sunnyvale,2175,2,-122.025949,South Bay,37.362341,850,6.08551E+13,6085,Santa Clara,2.558823529,2
fairfield / vacaville,1750,3,-121.966524,East Bay,38.347061,1672,6.09525E+13,6095,Solano,1.046650718,0
sunnyvale,3505,3,-122.012371,South Bay,37.380841,1355,6.08551E+13,6085,Santa Clara,2.586715867,2
fairfield / vacaville,1850,3,-121.954175,East Bay,38.355825,1700,6.09525E+13,6095,Solano,1.088235294,0
fremont / union city / newark,1999,2,-122.043557,East Bay,37.5771,910,6.00144E+13,6001,Alameda,2.196703297,2
larkspur,2780,1,-122.508172,North Bay,37.949315,833,6.04112E+13,6041,Marin,3.337334934,4
sunset / parkside,1500,,-122.4836,SF,37.7593,400,6.07503E+13,6075,San Francisco,3.75,4
sunnyvale,3800,3,-122.034781,South Bay,37.369901,1350,6.08551E+13,6085,Santa Clara,2.814814815,3
san mateo,3500,3,-122.294075,Peninsula,37.559514,1530,6.08161E+13,6081,San Mateo,2.287581699,2
downtown / civic / van ness,2075,1,-122.41268,SF,37.786792,500,6.07501E+13,6075,San Francisco,4.15,4
bernal heights,4875,3,-122.418105,SF,37.734892,1800,6.07503E+13,6075,San Francisco,2.708333333,3
palo alto,2895,2,-122.163542,Peninsula,37.448171,1050,6.08551E+13,6085,Santa Clara,2.757142857,3
palo alto,4500,2,-122.161231,Peninsula,37.448935,1380,6.08551E+13,6085,Santa Clara,3.260869565,4
saratoga,5300,3,-122.040309,South Bay,37.257158,2250,6.08551E+13,6085,Santa Clara,2.355555556,2
pittsburg / antioch,1275,3,-121.838067,East Bay,37.996721,1080,6.01331E+13,6013,Contra Costa,1.180555556,0
lafayette / orinda / moraga,1839,1,-122.1029,East Bay,37.894979,750,6.01335E+13,6013,Contra Costa,2.452,2
foster city,2761,1,-122.268133,Peninsula,37.566589,850,6.08161E+13,6081,San Mateo,3.248235294,4
foster city,1732,1,-122.273819,Peninsula,37.551833,625,6.08161E+13,6081,San Mateo,2.7712,3
san jose east,1900,2,-121.755971,South Bay,37.29792,1240,6.0855E+13,6085,Santa Clara,1.532258065,0
Crockett Ca,1300,2,-122.223879,East Bay,38.050241,725,6.01336E+13,6013,Contra Costa,1.793103448,1
downtown / civic / van ness,1495,,-122.4167,SF,37.7813,500,6.07501E+13,6075,San Francisco,2.99,3
gilroy,1475,1,-121.591553,South Bay,37.015548,626,6.08551E+13,6085,Santa Clara,2.356230032,2
sunnyvale,2495,2,-122.041154,South Bay,37.337852,1000,6.08551E+13,6085,Santa Clara,2.495,2
redwood city,1809,1,-122.200413,Peninsula,37.484956,724,6.08161E+13,6081,San Mateo,2.498618785,2
san mateo,2800,2,-122.337865,Peninsula,37.520253,960,6.08161E+13,6081,San Mateo,2.916666667,3
sunnyvale,2295,2,-122.04109,South Bay,37.338005,1000,6.08551E+13,6085,Santa Clara,2.295,2
SOMA / south beach,5250,,-122.409387,SF,37.777977,2000,6.07502E+13,6075,San Francisco,2.625,3
vallejo / benicia,1290,2,-122.149098,East Bay,38.05305,950,6.09525E+13,6095,Solano,1.357894737,0
sebastopol,2500,3,-122.832803,North Bay,38.398313,1754,6.09715E+13,6097,Sonoma,1.425313569,0
petaluma,1650,,-122.637496,North Bay,38.233516,640,6.09715E+13,6097,Sonoma,2.578125,2
daly city,3285,2,-122.463383,Peninsula,37.682733,1321,6.0816E+13,6081,San Mateo,2.48675246,2
daly city,2875,2,-122.462405,Peninsula,37.70353,1052,6.0816E+13,6081,San Mateo,2.732889734,3
cupertino,4200,4,-122.039738,South Bay,37.296332,1758,6.08551E+13,6085,Santa Clara,2.389078498,2
cupertino,3180,2,-122.0449,South Bay,37.318,3180,6.08551E+13,6085,Santa Clara,1,0
downtown / civic / van ness,3404,1,-122.417501,SF,37.776541,822,6.07502E+13,6075,San Francisco,4.141119221,4
menlo park,2100,1,-122.200676,Peninsula,37.428539,800,6.08161E+13,6081,San Mateo,2.625,3
napa county,2800,4,-122.292799,North Bay,38.27626,2433,6.0552E+13,6055,Napa,1.150842581,0
pacifica,2419,1,-122.492129,Peninsula,37.651397,725,6.0816E+13,6081,San Mateo,3.336551724,4
laurel hts / presidio,2795,2,-122.480911,SF,37.790556,1010,6.07506E+13,6075,San Francisco,2.767326733,3
pittsburg / antioch,2000,4,-121.80579,East Bay,38.00492,2000,6.01331E+13,6013,Contra Costa,1,0
twin peaks / diamond hts,3970,3,-122.440088,SF,37.745296,1265,6.07502E+13,6075,San Francisco,3.138339921,3
pittsburg / antioch,1299,3,-121.795566,East Bay,38.002288,1173,6.01331E+13,6013,Contra Costa,1.10741688,0
san jose north,1781,1,-121.889132,South Bay,37.386524,836,6.0855E+13,6085,Santa Clara,2.130382775,1
san jose west,2179,2,-121.874321,South Bay,37.278868,1002,6.0855E+13,6085,Santa Clara,2.174650699,2
milpitas,1695,1,-121.876602,South Bay,37.438963,635,6.0855E+13,6085,Santa Clara,2.669291339,3
russian hill,4300,1,-122.419936,SF,37.795238,800,6.07501E+13,6075,San Francisco,5.375,4
mountain view,5364,2,-122.074941,Peninsula,37.393133,1135,6.08551E+13,6085,Santa Clara,4.725991189,4
western addition,2999,1,-122.432681,SF,37.78317,705,6.07502E+13,6075,San Francisco,4.253900709,4
santa clara,2307,2,-121.961632,South Bay,37.333962,1120,6.08551E+13,6085,Santa Clara,2.059821429,1
foster city,2960,2,-122.261374,Peninsula,37.534539,1108,6.08161E+13,6081,San Mateo,2.671480144,3
vallejo / benicia,1200,3,-122.250597,East Bay,38.140121,1299,6.09525E+13,6095,Solano,0.923787529,0
san rafael,2235,1,-122.53527,North Bay,38.021878,880,6.04111E+13,6041,Marin,2.539772727,2
SOMA / south beach,2500,1,-122.414711,SF,37.776231,800,6.07502E+13,6075,San Francisco,3.125,3
milpitas,2395,2,-121.905048,South Bay,37.440247,1410,6.0855E+13,6085,Santa Clara,1.69858156,1
san mateo,2750,2,-122.287542,Peninsula,37.563188,980,6.08161E+13,6081,San Mateo,2.806122449,3
daly city,1490,,-122.477347,Peninsula,37.665397,482,6.0816E+13,6081,San Mateo,3.091286307,3
sausalito,2563,2,-122.514985,North Bay,37.875826,1072,6.04113E+13,6041,Marin,2.390858209,2
mission district,2299,1,-122.420777,SF,37.768226,406,6.07502E+13,6075,San Francisco,5.662561576,4
SOMA / south beach,3500,1,-122.407859,SF,37.782741,700,6.07502E+13,6075,San Francisco,5,4
pittsburg / antioch,1650,3,-121.948171,East Bay,38.02202,1550,6.01331E+13,6013,Contra Costa,1.064516129,0
Mountain View,2116,1,-122.097262,Peninsula,37.403332,653,6.08551E+13,6085,Santa Clara,3.24042879,4
oakland lake merritt / grand,1300,1,-122.252426,East Bay,37.813073,575,6.0014E+13,6001,Alameda,2.260869565,2
san rafael,2335,1,-122.534884,North Bay,38.022512,870,6.04111E+13,6041,Marin,2.683908046,3
SOMA / south beach,11000,3,-122.41942,SF,37.77493,1449,6.07502E+13,6075,San Francisco,7.591442374,4
