neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
dublin / pleasanton / livermore,2158,2,-121.866167,East Bay,37.662831,980,6.00145E+13,6001,Alameda,2.202040816,2
foster city,2850,2,-122.287542,Peninsula,37.563188,1040,6.08161E+13,6081,San Mateo,2.740384615,3
healdsburg / windsor,1200,1,-122.836693,North Bay,38.614895,600,6.09715E+13,6097,Sonoma,2,1
san jose downtown,1695,1,-121.896416,South Bay,37.343966,1100,6.0855E+13,6085,Santa Clara,1.540909091,0
concord / pleasant hill / martinez,1250,2,-122.00925,East Bay,37.987288,900,6.01333E+13,6013,Contra Costa,1.388888889,0
sausalito,2317,2,-122.518947,North Bay,37.876133,888,6.04113E+13,6041,Marin,2.609234234,3
santa rosa,1100,1,-122.680096,North Bay,38.47121,650,6.09715E+13,6097,Sonoma,1.692307692,1
danville / san ramon,2400,2,-122.029872,East Bay,37.846325,1160,6.01333E+13,6013,Contra Costa,2.068965517,1
santa clara,2009,1,-121.94792,South Bay,37.393329,804,6.0855E+13,6085,Santa Clara,2.498756219,2
oakland north / temescal,1095,1,-122.260613,East Bay,37.827883,550,6.0014E+13,6001,Alameda,1.990909091,1
sunnyvale,2650,1,-122.034683,South Bay,37.368445,736,6.08551E+13,6085,Santa Clara,3.600543478,4
lafayette / orinda / moraga,1800,1,-122.174861,East Bay,37.873002,600,6.01335E+13,6013,Contra Costa,3,3
mountain view,2459,2,-122.074756,Peninsula,37.402029,900,6.08551E+13,6085,Santa Clara,2.732222222,3
sunnyvale,1845,2,-122.021863,South Bay,37.386867,1000,6.08551E+13,6085,Santa Clara,1.845,1
rohnert pk / cotati,1400,2,-122.694898,North Bay,38.344114,900,6.09715E+13,6097,Sonoma,1.555555556,0
cupertino,4065,3,-122.066872,South Bay,37.338041,1508,6.08551E+13,6085,Santa Clara,2.695623342,3
santa rosa,1895,3,-122.663813,North Bay,38.427,1150,6.09715E+13,6097,Sonoma,1.647826087,1
fairfield / vacaville,1650,3,-121.994718,East Bay,38.245769,1138,6.09525E+13,6095,Solano,1.449912127,0
SOMA / south beach,3600,1,-122.391195,SF,37.788838,840,6.07506E+13,6075,San Francisco,4.285714286,4
san bruno,2950,3,-122.429,Peninsula,37.6247,1370,6.0816E+13,6081,San Mateo,2.153284672,1
fairfield / vacaville,1650,3,-122.25,East Bay,37.5,1276,6.08161E+13,6081,San Mateo,1.293103448,0
san mateo,2207,1,-122.285185,Peninsula,37.544254,680,6.08161E+13,6081,San Mateo,3.245588235,4
sausalito,3600,2,-122.482753,North Bay,37.84646,1200,6.04113E+13,6041,Marin,3,3
larkspur,2330,1,-122.508172,North Bay,37.949315,781,6.04112E+13,6041,Marin,2.983354673,3
burlingame,2199,2,-122.343776,Peninsula,37.57473,850,6.08161E+13,6081,San Mateo,2.587058824,2
sausalito,1495,,-122.486983,North Bay,37.850727,460,6.04113E+13,6041,Marin,3.25,4
fremont / union city / newark,2250,2,-121.996295,East Bay,37.516298,1627,6.00144E+13,6001,Alameda,1.382913337,0
healdsburg / windsor,1550,3,-123.027076,North Bay,38.807044,1318,6.09715E+13,6097,Sonoma,1.176024279,0
palo alto,2125,1,-122.126255,Peninsula,37.419736,625,6.08551E+13,6085,Santa Clara,3.4,4
san leandro,1595,2,-122.143323,East Bay,37.684494,925,6.00143E+13,6001,Alameda,1.724324324,1
dublin / pleasanton / livermore,1657,1,-121.876059,East Bay,37.688439,633,6.00145E+13,6001,Alameda,2.617693523,3
danville / san ramon,2055,2,-121.948453,East Bay,37.760858,750,6.01335E+13,6013,Contra Costa,2.74,3
san carlos,5500,4,-122.272678,Peninsula,37.489737,3170,6.08161E+13,6081,San Mateo,1.735015773,1
san jose north,3200,3,-121.956583,South Bay,37.414471,1325,6.08551E+13,6085,Santa Clara,2.41509434,2
san rafael,1400,1,-122.52829,North Bay,37.967095,750,6.04111E+13,6041,Marin,1.866666667,1
san anselmo,2100,2,-122.564951,North Bay,37.987973,900,6.04112E+13,6041,Marin,2.333333333,2
palo alto,2995,2,-122.157412,Peninsula,37.44638,850,6.08551E+13,6085,Santa Clara,3.523529412,4
santa clara,2500,2,-121.94053,South Bay,37.337745,1000,6.08551E+13,6085,Santa Clara,2.5,2
vallejo / benicia,1395,3,-122.252643,East Bay,38.110961,1368,6.09525E+13,6095,Solano,1.019736842,0
pacific heights,3845,2,-122.429014,SF,37.788539,1077,6.07502E+13,6075,San Francisco,3.570102136,4
mountain view,1895,2,-122.074779,Peninsula,37.39677,900,6.08551E+13,6085,Santa Clara,2.105555556,1
los gatos,3795,4,-121.961767,South Bay,37.238044,1700,6.08551E+13,6085,Santa Clara,2.232352941,2
albany / el cerrito,2200,2,-122.30702,East Bay,37.89322,1170,6.00142E+13,6001,Alameda,1.88034188,1
san jose south,1850,1,-121.848653,South Bay,37.280254,739,6.0855E+13,6085,Santa Clara,2.50338295,2
san rafael,3000,3,-122.526863,North Bay,38.003171,1340,6.04111E+13,6041,Marin,2.23880597,2
SOMA / south beach,5700,3,-122.405615,SF,37.778505,1300,6.07502E+13,6075,San Francisco,4.384615385,4
sunnyvale,2290,2,-122.017035,South Bay,37.398579,1100,6.0855E+13,6085,Santa Clara,2.081818182,1
fairfield / vacaville,2300,4,-122.017579,East Bay,38.296008,2174,6.09525E+13,6095,Solano,1.057957682,0
santa clara,2895,2,-121.995841,South Bay,37.369384,1100,6.08551E+13,6085,Santa Clara,2.631818182,3
fremont / union city / newark,1730,2,-122.022177,East Bay,37.585422,830,6.00144E+13,6001,Alameda,2.084337349,1
foster city,1909,1,-122.260559,Peninsula,37.552573,667,6.08161E+13,6081,San Mateo,2.862068966,3
russian hill,9250,3,-122.417693,SF,37.798412,1540,6.07501E+13,6075,San Francisco,6.006493506,4
lower pac hts,2721,,-122.435675,SF,37.784944,567,6.07502E+13,6075,San Francisco,4.798941799,4
santa clara,2095,1,-121.99317,South Bay,37.351084,680,6.08551E+13,6085,Santa Clara,3.080882353,3
sebastopol,1495,2,-122.831203,North Bay,38.398213,1100,6.09715E+13,6097,Sonoma,1.359090909,0
san mateo,2125,1,-122.284999,Peninsula,37.566623,610,6.08161E+13,6081,San Mateo,3.483606557,4
milpitas,1395,1,-121.889019,South Bay,37.408278,643,6.0855E+13,6085,Santa Clara,2.169517885,2
palo alto,3300,2,-122.148076,Peninsula,37.433591,1100,6.08551E+13,6085,Santa Clara,3,3
danville / san ramon,1915,1,-121.948753,East Bay,37.765828,769,6.01335E+13,6013,Contra Costa,2.490247074,2
mission district,5800,4,-122.418134,SF,37.760464,1400,6.07502E+13,6075,San Francisco,4.142857143,4
rohnert pk / cotati,1400,2,-122.683697,North Bay,38.367113,987,6.09715E+13,6097,Sonoma,1.418439716,0
santa rosa,5100,4,-122.71443,North Bay,38.44047,5620,6.09715E+13,6097,Sonoma,0.90747331,0
foster city,2903,2,-122.260001,Peninsula,37.552446,960,6.08161E+13,6081,San Mateo,3.023958333,3
woodside,8000,5,-122.260001,Peninsula,37.4362,3000,6.08161E+13,6081,San Mateo,2.666666667,3
menlo park,2500,2,-122.185476,Peninsula,37.449038,1100,6.08161E+13,6081,San Mateo,2.272727273,2
western addition,2899,1,-122.432681,SF,37.78317,660,6.07502E+13,6075,San Francisco,4.392424242,4
petaluma,1675,2,-122.6155,North Bay,38.2507,1028,6.09715E+13,6097,Sonoma,1.629377432,1
fairfield / vacaville,1225,3,-121.833572,East Bay,38.432009,1050,6.09525E+13,6095,Solano,1.166666667,0
novato,2145,2,-122.535612,North Bay,38.058125,922,6.0411E+13,6041,Marin,2.326464208,2
napa county,2450,4,-122.306392,North Bay,38.282918,1559,6.0552E+13,6055,Napa,1.571520205,0
napa county,1775,2,-122.311685,North Bay,38.300414,1014,6.0552E+13,6055,Napa,1.750493097,1
oakland north / temescal,2250,3,-122.27618,East Bay,37.844596,1500,6.0014E+13,6001,Alameda,1.5,0
richmond / seacliff,5400,4,-122.473118,SF,37.781128,2300,6.07504E+13,6075,San Francisco,2.347826087,2
downtown / civic / van ness,2666,,-122.417182,SF,37.776287,476,6.07502E+13,6075,San Francisco,5.600840336,4
los altos,6100,5,-122.110465,Peninsula,37.342806,4000,6.08551E+13,6085,Santa Clara,1.525,0
half moon bay,3850,3,-122.429364,Peninsula,37.433141,2150,6.08161E+13,6081,San Mateo,1.790697674,1
san jose west,1628,1,-121.986481,South Bay,37.297387,650,6.08551E+13,6085,Santa Clara,2.504615385,2
millbrae,3300,2,-122.388683,Peninsula,37.596935,1260,6.0816E+13,6081,San Mateo,2.619047619,3
fremont / union city / newark,1845,2,-121.990326,East Bay,37.546255,846,6.00144E+13,6001,Alameda,2.180851064,2
SOMA / south beach,3398,1,-122.389927,SF,37.77392,644,6.07506E+13,6075,San Francisco,5.276397516,4
richmond / point / annex,1400,1,-122.342581,East Bay,37.941771,1200,6.01337E+13,6013,Contra Costa,1.166666667,0
concord / pleasant hill / martinez,2040,2,-122.070774,East Bay,37.973522,1116,6.01332E+13,6013,Contra Costa,1.827956989,1
lafayette / orinda / moraga,5200,4,-122.182312,East Bay,37.908754,3000,6.01335E+13,6013,Contra Costa,1.733333333,1
san jose west,1548,1,-121.986481,South Bay,37.297387,675,6.08551E+13,6085,Santa Clara,2.293333333,2
pacific heights,2400,,-122.433786,SF,37.793508,550,6.07501E+13,6075,San Francisco,4.363636364,4
san jose south,3795,4,-121.765434,South Bay,37.278271,2100,6.0855E+13,6085,Santa Clara,1.807142857,1
foster city,2699,2,-122.253177,Peninsula,37.551518,1350,6.08161E+13,6081,San Mateo,1.999259259,1
san bruno,3046,2,-122.429,Peninsula,37.6247,942,6.0816E+13,6081,San Mateo,3.233545648,4
san jose west,2445,2,-121.923016,South Bay,37.309312,1090,6.0855E+13,6085,Santa Clara,2.243119266,2
cupertino,2295,1,-122.032516,South Bay,37.322642,850,6.08551E+13,6085,Santa Clara,2.7,3
san jose north,2950,3,-121.89657,South Bay,37.387276,1640,6.0855E+13,6085,Santa Clara,1.798780488,1
Willow Glen,2050,2,-121.91214,South Bay,37.296442,1100,6.0855E+13,6085,Santa Clara,1.863636364,1
